train-test,0(SM),1(SM),0(UM),1(UM),0(ALL),1(ALL)
ar1-ar3,2,0,1,0,1,0
ar1-ar4,2,4,4,0,2,2
ar1-ar5,0,5,0,0,0,0
ar1-ar6,9,3,3,0,2,1
ar3-ar1,5,3,2,1,1,2
ar3-ar4,12,1,4,0,4,0
ar3-ar5,1,0,0,0,0,0
ar3-ar6,8,6,3,0,3,0
ar4-ar1,4,0,2,1,2,0
ar4-ar3,2,0,1,0,1,0
ar4-ar5,3,3,0,0,0,0
ar4-ar6,8,1,3,0,3,0
ar5-ar1,0,0,2,1,0,0
ar5-ar3,6,0,1,0,0,0
ar5-ar4,1,4,4,0,0,0
ar5-ar6,0,1,3,0,0,0
ar6-ar1,0,3,2,1,0,2
ar6-ar3,0,1,1,0,0,1
ar6-ar4,1,4,4,0,1,3
ar6-ar5,2,5,0,0,0,0
