models,Source->Target,AUC,P,R,F1
SM7,MC2->MC1,0.558481792,0.021428571,0.176470588,0.038216561
SM7,MW1->MC1,0.525448251,0.051948052,0.058823529,0.055172414
SM7,PC1->MC1,0.569185835,0.111111111,0.147058824,0.126582278
SM7,PC2->MC1,0.533289844,0.072463768,0.073529412,0.072992701
SM7,PC3->MC1,0.512642683,0.05,0.029411765,0.037037037
SM7,PC4->MC1,0.279093981,0.004008909,0.529411765,0.00795756
SM7,PC5->MC1,0.544218252,0.028880866,0.117647059,0.046376812
SM7,CM1->MC2,0.5,,0,
SM7,JM1->MC2,0.48398138,0.338842975,0.931818182,0.496969697
SM7,KC1->MC2,0.465087623,0.269230769,0.159090909,0.2
SM7,KC3->MC2,0.493154436,0.333333333,0.227272727,0.27027027
SM7,MC1->MC2,0.522727273,1,0.045454545,0.086956522
SM7,MW1->MC2,0.499315444,0.333333333,0.022727273,0.042553191
SM7,PC1->MC2,0.503970427,0.375,0.068181818,0.115384615
SM7,PC2->MC2,0.594879518,0.6875,0.25,0.366666667
SM7,PC3->MC2,0.492606791,0.285714286,0.045454545,0.078431373
SM7,PC4->MC2,0.509446878,0.351351351,0.886363636,0.503225806
SM7,PC5->MC2,0.547371303,0.476190476,0.227272727,0.307692308
SM7,CM1->MW1,0.5,,0,
SM7,JM1->MW1,0.5,0.102272727,1,0.18556701
SM7,KC1->MW1,0.61673699,0.193548387,0.444444444,0.269662921
SM7,KC3->MW1,0.483356774,0.085106383,0.148148148,0.108108108
SM7,MC1->MW1,0.5,,0,
SM7,MC2->MW1,0.484294421,0.074074074,0.074074074,0.074074074
SM7,PC1->MW1,0.5,,0,
SM7,PC2->MW1,0.514299109,0.333333333,0.037037037,0.066666667
SM7,PC3->MW1,0.507969995,0.166666667,0.037037037,0.060606061
SM7,PC4->MW1,0.514767932,0.105058366,1,0.190140845
SM7,PC5->MW1,0.583684951,0.315789474,0.222222222,0.260869565
SM7,CM1->PC1,0.51567711,0.666666667,0.032786885,0.0625
SM7,JM1->PC1,0.433792099,0.070151307,0.836065574,0.129441624
SM7,KC1->PC1,0.557435765,0.111650485,0.37704918,0.172284644
SM7,KC3->PC1,0.653177697,0.197278912,0.475409836,0.278846154
SM7,MC1->PC1,0.514244445,0.4,0.032786885,0.060606061
SM7,MC2->PC1,0.514784631,0.090361446,0.245901639,0.13215859
SM7,MW1->PC1,0.487106017,0,0,
SM7,PC2->PC1,0.600427451,0.411764706,0.229508197,0.294736842
SM7,PC3->PC1,0.574404622,0.333333333,0.180327869,0.234042553
SM7,PC4->PC1,0.465862652,0.075136612,0.901639344,0.138713745
SM7,PC5->PC1,0.565726431,0.185714286,0.213114754,0.198473282
SM7,CM1->PC2,0.5,,0,
SM7,JM1->PC2,0.413260835,0.008333333,0.8125,0.016497462
SM7,KC1->PC2,0.613547642,0.035971223,0.3125,0.064516129
SM7,KC3->PC2,0.673040153,0.015355086,1,0.030245747
SM7,MC1->PC2,0.498406628,0,0,
SM7,MC2->PC2,0.613587476,0.020771513,0.4375,0.039660057
SM7,MW1->PC2,0.529975303,0.2,0.0625,0.095238095
SM7,PC1->PC2,0.730879541,0.117647059,0.5,0.19047619
SM7,PC3->PC2,0.612890376,0.095238095,0.25,0.137931034
SM7,PC4->PC2,0.165750478,0.001603849,0.125,0.003167063
SM7,PC5->PC2,0.646371096,0.138888889,0.3125,0.192307692
SM7,CM1->PC3,0.498477157,0,0,
SM7,JM1->PC3,0.478480783,0.119555144,0.921428571,0.211648893
SM7,KC1->PC3,0.550090645,0.168458781,0.335714286,0.224343675
SM7,KC3->PC3,0.61653372,0.206303725,0.514285714,0.294478528
SM7,MC1->PC3,0.495939086,0,0,
SM7,MC2->PC3,0.493346628,0.11682243,0.178571429,0.141242938
SM7,MW1->PC3,0.536258158,0.48,0.085714286,0.145454545
SM7,PC1->PC3,0.51791153,0.275862069,0.057142857,0.094674556
SM7,PC2->PC3,0.518455402,0.227272727,0.071428571,0.108695652
SM7,PC4->PC3,0.454441624,0.11376673,0.85,0.200674536
SM7,PC5->PC3,0.545068891,0.25,0.157142857,0.192982456
SM7,CM1->PC4,0.501638002,0.127598566,1,0.226319135
SM7,JM1->PC4,0.511530427,0.315789474,0.033707865,0.060913706
SM7,KC1->PC4,0.474461438,0.12063228,0.814606742,0.210144928
SM7,KC3->PC4,0.24025251,0.049856184,0.292134831,0.085176085
SM7,MC1->PC4,0.496429525,0.126436782,0.988764045,0.224203822
SM7,MC2->PC4,0.510856362,0.130102041,0.859550562,0.225997046
SM7,MW1->PC4,0.498477027,0.126892574,0.988764045,0.224920128
SM7,PC1->PC4,0.458332183,0.117818182,0.91011236,0.208628461
SM7,PC2->PC4,0.495373566,0.126185266,0.971910112,0.223369916
SM7,PC3->PC4,0.482794081,0.123376623,0.960674157,0.218670077
SM7,PC5->PC4,0.466400261,0.119300912,0.882022472,0.210174029
SM7,CM1->PC5,0.508491722,0.375,0.017892644,0.034155598
SM7,JM1->PC5,0.410397417,0.024394587,0.817097416,0.047374791
SM7,KC1->PC5,0.592505821,0.376923077,0.194831014,0.256880734
SM7,KC3->PC5,0.696461129,0.310395315,0.421471173,0.357504216
SM7,MC1->PC5,0.547616712,0.576470588,0.097415507,0.166666667
SM7,MC2->PC5,0.577577148,0.45505618,0.161033797,0.237885463
SM7,MW1->PC5,0.521953622,0.433962264,0.045725646,0.082733813
SM7,PC1->PC5,0.562763617,0.515873016,0.129224652,0.206677266
SM7,PC2->PC5,0.606404186,0.531400966,0.218687873,0.309859155
SM7,PC3->PC5,0.507527992,0.363636364,0.015904573,0.03047619
SM7,PC4->PC5,0.405845567,0.024080508,0.799204771,0.046752341
SM8,JM1->CM1,0.291942605,0.090592334,0.619047619,0.158054711
SM8,KC1->CM1,0.680384737,0.192307692,0.595238095,0.290697674
SM8,KC3->CM1,0.60359508,0.147058824,0.357142857,0.208333333
SM8,MC1->CM1,0.645261747,,0,
SM8,MC2->CM1,0.639821823,0.224137931,0.30952381,0.26
SM8,MW1->CM1,0.718818985,0.230769231,0.071428571,0.109090909
SM8,PC1->CM1,0.736754967,0.294117647,0.238095238,0.263157895
SM8,PC2->CM1,0.7805503,,0,
SM8,PC3->CM1,0.739553769,0.210526316,0.095238095,0.131147541
SM8,PC4->CM1,0.470159256,0.127795527,0.952380952,0.225352113
SM8,PC5->CM1,0.6341848,0.17721519,0.333333333,0.231404959
SM8,CM1->JM1,0.324266477,0.182103611,0.989198408,0.307583525
SM8,KC1->JM1,0.365031227,0.149890591,0.623081296,0.241649212
SM8,KC3->JM1,0.345393318,0.164442924,0.819783968,0.27393617
SM8,MC1->JM1,0.36108551,0.183164702,0.998294486,0.3095364
SM8,MC2->JM1,0.362452527,0.169707207,0.856736782,0.283297302
SM8,MW1->JM1,0.338864511,0.178285594,0.962478681,0.300844069
SM8,PC1->JM1,0.323863792,0.180653293,0.977828312,0.304964539
SM8,PC2->JM1,0.309976026,0.183362869,1,0.309901339
SM8,PC3->JM1,0.332889478,0.18291919,0.996020466,0.309076475
SM8,PC4->JM1,0.60688221,0.338235294,0.026151222,0.048548813
SM8,PC5->JM1,0.355461674,0.166175604,0.801591814,0.275283093
SM8,CM1->KC1,0.729672067,,0,
SM8,JM1->KC1,0.268124919,0.144827586,0.904615385,0.249681529
SM8,KC3->KC1,0.735111845,0.358695652,0.101538462,0.158273381
SM8,MC1->KC1,0.625153108,,0,
SM8,MC2->KC1,0.749915302,0.366666667,0.033846154,0.061971831
SM8,MW1->KC1,0.717742258,0.625,0.015384615,0.03003003
SM8,PC1->KC1,0.717265343,1,0.006153846,0.012232416
SM8,PC2->KC1,0.730039526,,0,
SM8,PC3->KC1,0.737414759,0,0,
SM8,PC4->KC1,0.351378187,0.155255545,0.990769231,0.268445185
SM8,PC5->KC1,0.743091691,0.377358491,0.123076923,0.185614849
SM8,CM1->KC3,0.710365854,,0,
SM8,JM1->KC3,0.345020325,0.163934426,0.833333333,0.273972603
SM8,KC1->KC3,0.577574526,0.211538462,0.611111111,0.314285714
SM8,MC1->KC3,0.584688347,,0,
SM8,MC2->KC3,0.616107724,0.289473684,0.305555556,0.297297297
SM8,MW1->KC3,0.661754743,0,0,
SM8,PC1->KC3,0.691565041,0,0,
SM8,PC2->KC3,0.701642954,,0,
SM8,PC3->KC3,0.67522019,,0,
SM8,PC4->KC3,0.27100271,0.18,1,0.305084746
SM8,PC5->KC3,0.615514905,0.208333333,0.138888889,0.166666667
SM8,CM1->MC1,0.830517461,,0,
SM8,JM1->MC1,0.15594559,0.006870978,0.926470588,0.013640792
SM8,KC1->MC1,0.853850613,0.046979866,0.514705882,0.086100861
SM8,KC3->MC1,0.920511744,0.058823529,0.411764706,0.102941176
SM8,MC2->MC1,0.761801115,0.023376623,0.132352941,0.039735099
SM8,MW1->MC1,0.824359801,0.25,0.014705882,0.027777778
SM8,PC1->MC1,0.875447931,0.5,0.044117647,0.081081081
SM8,PC2->MC1,0.870249213,,0,
SM8,PC3->MC1,0.877421704,0.066666667,0.044117647,0.053097345
SM8,PC4->MC1,0.100450806,0.005869324,0.779411765,0.011650912
SM8,PC5->MC1,0.852319183,0.054054054,0.264705882,0.089775561
SM8,CM1->MC2,0.657174151,1,0.090909091,0.166666667
SM8,JM1->MC2,0.363910186,0.338842975,0.931818182,0.496969697
SM8,KC1->MC2,0.628559693,0.461538462,0.545454545,0.5
SM8,KC3->MC2,0.63567908,0.466666667,0.159090909,0.237288136
SM8,MC1->MC2,0.617880613,,0,
SM8,MW1->MC2,0.6699069,,0,
SM8,PC1->MC2,0.622809419,0.166666667,0.022727273,0.04
SM8,PC2->MC2,0.656215772,,0,
SM8,PC3->MC2,0.640197152,0.25,0.022727273,0.041666667
SM8,PC4->MC2,0.490553122,0.35042735,0.931818182,0.50931677
SM8,PC5->MC2,0.689485214,0.631578947,0.272727273,0.380952381
SM8,CM1->MW1,0.666822941,,0,
SM8,JM1->MW1,0.231208001,0.093385214,0.888888889,0.169014085
SM8,KC1->MW1,0.723628692,0.195402299,0.62962963,0.298245614
SM8,KC3->MW1,0.760822003,0.25,0.222222222,0.235294118
SM8,MC1->MW1,0.72620722,,0,
SM8,MC2->MW1,0.694483513,0.2,0.222222222,0.210526316
SM8,PC1->MW1,0.692295671,,0,
SM8,PC2->MW1,0.762228473,,0,
SM8,PC3->MW1,0.688466948,,0,
SM8,PC4->MW1,0.463353649,0.1,0.962962963,0.181184669
SM8,PC5->MW1,0.610564151,0.11627907,0.185185185,0.142857143
SM8,CM1->PC1,0.770362629,,0,
SM8,JM1->PC1,0.267485556,0.063380282,0.737704918,0.116731518
SM8,KC1->PC1,0.62987928,0.10787172,0.606557377,0.183168317
SM8,KC3->PC1,0.699093429,0.20952381,0.360655738,0.265060241
SM8,MC1->PC1,0.689722392,,0,
SM8,MC2->PC1,0.574463338,0.109243697,0.213114754,0.144444444
SM8,MW1->PC1,0.713079525,0.363636364,0.06557377,0.111111111
SM8,PC2->PC1,0.794412607,,0,
SM8,PC3->PC1,0.823852694,0.285714286,0.06557377,0.106666667
SM8,PC4->PC1,0.237505284,0.070460705,0.852459016,0.130162703
SM8,PC5->PC1,0.665003053,0.207317073,0.278688525,0.237762238
SM8,CM1->PC2,0.864961759,,0,
SM8,JM1->PC2,0.317558955,0.009578544,0.9375,0.018963338
SM8,KC1->PC2,0.836400574,0.033980583,0.4375,0.063063063
SM8,KC3->PC2,0.634779318,0.012578616,0.25,0.023952096
SM8,MC1->PC2,0.629839866,0,0,
SM8,MC2->PC2,0.854584927,0.055555556,0.3125,0.094339623
SM8,MW1->PC2,0.810587954,0,0,
SM8,PC1->PC2,0.876573454,0.083333333,0.0625,0.071428571
SM8,PC3->PC2,0.914535532,0,0,
SM8,PC4->PC2,0.164933875,0.002293578,0.1875,0.004531722
SM8,PC5->PC2,0.818753983,0.090909091,0.1875,0.12244898
SM8,CM1->PC3,0.738237854,0,0,
SM8,JM1->PC3,0.262335025,0.116257089,0.878571429,0.205342237
SM8,KC1->PC3,0.632585207,0.177272727,0.557142857,0.268965517
SM8,KC3->PC3,0.702371284,0.232142857,0.371428571,0.285714286
SM8,MC1->PC3,0.701279913,0,0,
SM8,MC2->PC3,0.543071066,0.117647059,0.128571429,0.122866894
SM8,MW1->PC3,0.699209572,0.5,0.064285714,0.113924051
SM8,PC1->PC3,0.807008702,0.25,0.028571429,0.051282051
SM8,PC2->PC3,0.760696157,,0,
SM8,PC4->PC3,0.293437273,0.123076923,0.971428571,0.218473896
SM8,PC5->PC3,0.647969543,0.204819277,0.242857143,0.222222222
SM8,CM1->PC4,0.387150429,0.1276901,1,0.226463104
SM8,JM1->PC4,0.718167095,0.236842105,0.050561798,0.083333333
SM8,KC1->PC4,0.437137086,0.118473896,0.662921348,0.201022147
SM8,KC3->PC4,0.18217707,0.103187919,0.691011236,0.179562044
SM8,MC1->PC4,0.327073498,0.126609442,0.994382022,0.224619289
SM8,MC2->PC4,0.483314009,0.131578947,0.926966292,0.230446927
SM8,MW1->PC4,0.392819019,0.127415891,1,0.226031746
SM8,PC1->PC4,0.250745383,0.125448029,0.983146067,0.222504768
SM8,PC2->PC4,0.317461742,0.127233738,1,0.225745086
SM8,PC3->PC4,0.279739392,0.124550036,0.971910112,0.220804084
SM8,PC5->PC4,0.352556847,0.113747954,0.780898876,0.198571429
SM8,CM1->PC5,0.849899813,0.5,0.019880716,0.038240918
SM8,JM1->PC5,0.085438394,0.024067533,0.799204771,0.046727886
SM8,KC1->PC5,0.925558722,0.370600414,0.355864811,0.363083164
SM8,KC3->PC5,0.895448981,0.323863636,0.339960239,0.33171678
SM8,MC1->PC5,0.831304029,0.5,0.011928429,0.023300971
SM8,MC2->PC5,0.906920461,0.52189781,0.284294235,0.368082368
SM8,MW1->PC5,0.872864884,0.754716981,0.079522863,0.143884892
SM8,PC1->PC5,0.841031758,0.590909091,0.103379722,0.175972927
SM8,PC2->PC5,0.86593453,,0,
SM8,PC3->PC5,0.905481464,0.333333333,0.007952286,0.015533981
SM8,PC4->PC5,0.127075889,0.027225069,0.908548708,0.052865984
UM1,CM1,0.705179754,0.187878788,0.738095238,0.299516908
UM1,JM1,0.681097418,0.264819588,0.700966458,0.384411535
UM1,KC1,0.759771533,0.272904483,0.861538462,0.414507772
UM1,KC3,0.663194444,0.226804124,0.611111111,0.330827068
UM1,MC1,0.87549504,0.01567696,0.970588235,0.03085554
UM1,MC2,0.693592552,0.451612903,0.636363636,0.528301887
UM1,MW1,0.71136115,0.162601626,0.740740741,0.266666667
UM1,PC1,0.747663112,0.140495868,0.836065574,0.240566038
UM1,PC2,0.810249363,0.021709634,1,0.04249668
UM1,PC3,0.729416244,0.205357143,0.821428571,0.328571429
UM1,PC4,0.69571819,0.191176471,0.730337079,0.303030303
UM1,PC5,0.947511862,0.081663078,0.980119284,0.150764526
UM2,CM1,0.690712709,0.201219512,0.785714286,0.32038835
UM2,JM1,0.639998089,0.260271116,0.709494031,0.380836131
UM2,KC1,0.733621161,0.272814601,0.873846154,0.415812592
UM2,KC3,0.633130081,0.231578947,0.611111111,0.335877863
UM2,MC1,0.772371018,0.014438854,0.970588235,0.028454408
UM2,MC2,0.652929901,0.451612903,0.636363636,0.528301887
UM2,MW1,0.678309111,0.153846154,0.740740741,0.25477707
UM2,PC1,0.706832167,0.137837838,0.836065574,0.236658933
UM2,PC2,0.797960484,0.021447721,1,0.041994751
UM2,PC3,0.712073967,0.204626335,0.821428571,0.327635328
UM2,PC4,0.66374495,0.185840708,0.707865169,0.294392523
UM2,PC5,0.88824412,0.080240885,0.980119284,0.148337596
UM3,CM1,0.718779565,0.235294118,0.571428571,0.333333333
UM3,JM1,0.709878356,0.320051414,0.566230813,0.408950934
UM3,KC1,0.796789298,0.331288344,0.664615385,0.442169908
UM3,KC3,0.696138211,0.268656716,0.5,0.349514563
UM3,MC1,0.880221075,0.023459245,0.867647059,0.045683314
UM3,MC2,0.729189485,0.56097561,0.522727273,0.541176471
UM3,MW1,0.721831536,0.193877551,0.703703704,0.304
UM3,PC1,0.736859411,0.156118143,0.606557377,0.248322148
UM3,PC2,0.885476418,0.025167785,0.9375,0.049019608
UM3,PC3,0.720333575,0.222222222,0.657142857,0.332129964
UM3,PC4,0.692253541,0.215605749,0.58988764,0.315789474
UM3,PC5,0.625396006,0.054020243,0.944333996,0.102194492
UM4,CM1,0.736360769,0.232044199,0.807692308,0.360515021
UM4,JM1,0.697059965,0.331511496,0.775231379,0.464422442
UM4,KC1,0.791334752,0.297619048,0.878378378,0.444596443
UM4,KC3,0.662432249,0.321428571,0.734693878,0.447204969
UM4,MC1,0.885866927,0.014661492,1,0.028899278
UM4,MC2,0.679764513,0.564102564,0.745762712,0.642335766
UM4,MW1,0.752461322,0.197080292,0.818181818,0.317647059
UM4,PC1,0.757045892,0.15601023,0.835616438,0.262931034
UM4,PC2,0.641869822,0.020075282,0.761904762,0.039119804
UM4,PC3,0.692197244,0.233722871,0.790960452,0.360824742
UM4,PC4,0.674258528,0.237967914,0.784140969,0.365128205
UM4,PC5,0.94892736,0.059009855,0.954459203,0.111147939
