models,Source->Target,AUC,P,R,F1
SM4,JM1->KC3,0.419884824,0.17989418,0.944444444,0.302222222
SM4,KC1->KC3,0.562838753,0.294117647,0.277777778,0.285714286
SM4,MC1->KC3,0.501185637,,0,
SM4,MC2->KC3,0.623052168,0.3125,0.277777778,0.294117647
SM4,MW1->KC3,0.560128726,0.5,0.111111111,0.181818182
SM4,PC1->KC3,0.414803523,0.333333333,0.055555556,0.095238095
SM4,PC2->KC3,0.568004743,,0,
SM4,PC3->KC3,0.635331978,0.428571429,0.083333333,0.139534884
SM4,PC4->KC3,0.526676829,0.182291667,0.972222222,0.307017544
SM4,PC5->KC3,0.583587398,0.222222222,0.166666667,0.19047619
SM4,CM1->MC1,0.674417769,0.058823529,0.044117647,0.050420168
SM4,JM1->MC1,0.283217984,0.006858263,0.926470588,0.013615734
SM4,KC1->MC1,0.835102968,0.072139303,0.426470588,0.123404255
SM4,KC3->MC1,0.751195282,0.010582011,0.058823529,0.01793722
SM4,MC2->MC1,0.694970713,0.064049587,0.455882353,0.112318841
SM4,MW1->MC1,0.640206512,0.046511628,0.058823529,0.051948052
SM4,PC1->MC1,0.800522028,0.056818182,0.073529412,0.064102564
SM4,PC2->MC1,0.791456408,0.142857143,0.014705882,0.026666667
SM4,PC3->MC1,0.649783141,0.037037037,0.044117647,0.040268456
SM4,PC4->MC1,0.344185356,0.006986137,0.941176471,0.013869325
SM4,PC5->MC1,0.720154676,0.050632911,0.176470588,0.078688525
SM4,CM1->MC2,0.706051479,0.545454545,0.136363636,0.218181818
SM4,JM1->MC2,0.345427163,0.292035398,0.75,0.420382166
SM4,KC1->MC2,0.687294633,0.681818182,0.340909091,0.454545455
SM4,KC3->MC2,0.561610077,0.125,0.022727273,0.038461538
SM4,MC1->MC2,0.569550931,,0,
SM4,MW1->MC2,0.589676889,0.7,0.159090909,0.259259259
SM4,PC1->MC2,0.680449069,0.8,0.272727273,0.406779661
SM4,PC2->MC2,0.504791895,0.333333333,0.022727273,0.042553191
SM4,PC3->MC2,0.722343921,0.5625,0.204545455,0.3
SM4,PC4->MC2,0.5182092,0.336134454,0.909090909,0.490797546
SM4,PC5->MC2,0.623630887,0.555555556,0.227272727,0.322580645
SM4,CM1->MW1,0.60275043,,0,
SM4,JM1->MW1,0.322394124,0.089494163,0.851851852,0.161971831
SM4,KC1->MW1,0.692217534,0.347826087,0.296296296,0.32
SM4,KC3->MW1,0.384591342,0,0,
SM4,MC1->MW1,0.493123926,,0,
SM4,MC2->MW1,0.535083607,0.085714286,0.111111111,0.096774194
SM4,PC1->MW1,0.534536646,0.5,0.037037037,0.068965517
SM4,PC2->MW1,0.5739178,,0,
SM4,PC3->MW1,0.507735584,0,0,
SM4,PC4->MW1,0.428660728,0.102272727,1,0.18556701
SM4,PC5->MW1,0.591342397,0.2,0.074074074,0.108108108
SM4,CM1->PC1,0.692587721,0.178571429,0.081967213,0.112359551
SM4,JM1->PC1,0.275588332,0.065902579,0.754098361,0.121212121
SM4,KC1->PC1,0.676112077,0.155555556,0.344262295,0.214285714
SM4,KC3->PC1,0.518918221,0.08,0.131147541,0.099378882
SM4,MC1->PC1,0.441824416,0,0,
SM4,MC2->PC1,0.73931373,0.171428571,0.393442623,0.23880597
SM4,MW1->PC1,0.618699798,0.407407407,0.180327869,0.25
SM4,PC2->PC1,0.60131993,0.1,0.016393443,0.028169014
SM4,PC3->PC1,0.682606041,0.244444444,0.180327869,0.20754717
SM4,PC4->PC1,0.541923059,0.080821918,0.967213115,0.149178255
SM4,PC5->PC1,0.675501433,0.186046512,0.262295082,0.217687075
SM4,CM1->PC2,0.768722116,0.071428571,0.0625,0.066666667
SM4,JM1->PC2,0.256174315,0.009073234,0.875,0.017960231
SM4,KC1->PC2,0.579489324,0.02189781,0.1875,0.039215686
SM4,KC3->PC2,0.610659656,0.016393443,0.125,0.028985507
SM4,MC1->PC2,0.611735182,0,0,
SM4,MC2->PC2,0.698514181,0.043478261,0.375,0.077922078
SM4,MW1->PC2,0.702716699,0.157894737,0.1875,0.171428571
SM4,PC1->PC2,0.711081899,0.05,0.125,0.071428571
SM4,PC3->PC2,0.645594328,0.058823529,0.125,0.08
SM4,PC4->PC2,0.181126514,0.008945687,0.875,0.01771031
SM4,PC5->PC2,0.656847514,0.046153846,0.1875,0.074074074
SM4,CM1->PC3,0.665873822,0.255813953,0.078571429,0.120218579
SM4,JM1->PC3,0.292545323,0.110690634,0.835714286,0.195488722
SM4,KC1->PC3,0.605902828,0.209677419,0.278571429,0.239263804
SM4,KC3->PC3,0.567298767,0.2,0.171428571,0.184615385
SM4,MC1->PC3,0.510924583,0.111111111,0.014285714,0.025316456
SM4,MC2->PC3,0.686254532,0.311881188,0.45,0.368421053
SM4,MW1->PC3,0.56137781,0.3,0.064285714,0.105882353
SM4,PC1->PC3,0.628640319,0.382352941,0.092857143,0.149425287
SM4,PC2->PC3,0.59968818,0.25,0.028571429,0.051282051
SM4,PC4->PC3,0.446870921,0.115101289,0.892857143,0.203915171
SM4,PC5->PC3,0.569321972,0.26446281,0.228571429,0.245210728
SM4,CM1->PC4,0.42879294,0.125091979,0.95505618,0.22121015
SM4,JM1->PC4,0.5950248,0.234567901,0.106741573,0.146718147
SM4,KC1->PC4,0.433147908,0.113036304,0.769662921,0.197122302
SM4,KC3->PC4,0.347479502,0.125687353,0.898876404,0.22053756
SM4,MC1->PC4,0.521188195,0.123913043,0.960674157,0.219512195
SM4,MC2->PC4,0.425742392,0.10035524,0.634831461,0.173312883
SM4,MW1->PC4,0.476580257,0.12755102,0.983146067,0.225806452
SM4,PC1->PC4,0.451094608,0.126206385,0.95505618,0.22295082
SM4,PC2->PC4,0.388045349,0.127155172,0.994382022,0.225477707
SM4,PC3->PC4,0.448718126,0.12339137,0.915730337,0.217478319
SM4,PC5->PC4,0.39416945,0.119624707,0.859550562,0.21002059
SM4,CM1->PC5,0.731662275,0.485294118,0.065606362,0.11558669
SM4,JM1->PC5,0.143767472,0.02264651,0.747514911,0.043961183
SM4,KC1->PC5,0.656600041,0.34375,0.306163022,0.323869611
SM4,KC3->PC5,0.780206625,0.154124022,0.508946322,0.236598891
SM4,MC1->PC5,0.514752315,0.569230769,0.073558648,0.13028169
SM4,MC2->PC5,0.579147614,0.365155131,0.30417495,0.331887202
SM4,MW1->PC5,0.420593303,0.341463415,0.083499006,0.134185304
SM4,PC1->PC5,0.604977602,0.497512438,0.198807157,0.284090909
SM4,PC2->PC5,0.565368186,0.666666667,0.003976143,0.007905138
SM4,PC3->PC5,0.710221156,0.28802589,0.17693837,0.219211823
SM4,PC4->PC5,0.394314499,0.02571599,0.856858847,0.049933384
SM5,JM1->CM1,0.444772942,0.095785441,0.595238095,0.165016502
SM5,KC1->CM1,0.446073794,0.130841121,0.333333333,0.187919463
SM5,KC3->CM1,0.485099338,0.126262626,0.595238095,0.208333333
SM5,MC1->CM1,0.538552507,0.25,0.142857143,0.181818182
SM5,MC2->CM1,0.438781142,0.170731707,0.166666667,0.168674699
SM5,MW1->CM1,0.394355093,0.5,0.023809524,0.045454545
SM5,PC1->CM1,0.644079155,0.19047619,0.19047619,0.19047619
SM5,PC2->CM1,0.5,,0,
SM5,PC3->CM1,0.688662882,0.205128205,0.19047619,0.197530864
SM5,PC4->CM1,0.700291706,0.136518771,0.952380952,0.23880597
SM5,PC5->CM1,0.534886471,0.142857143,0.452380952,0.217142857
SM5,CM1->JM1,0.440579634,0.181193872,0.974985787,0.305595153
SM5,KC1->JM1,0.380479152,0.152966964,0.555429221,0.23987233
SM5,KC3->JM1,0.483009659,0.162662417,0.754405912,0.267621256
SM5,MC1->JM1,0.49263792,0.182268606,0.982944855,0.307514451
SM5,MC2->JM1,0.474478494,0.162348877,0.801591814,0.27001149
SM5,MW1->JM1,0.468705202,0.180067354,0.972711768,0.30388065
SM5,PC1->JM1,0.481025262,0.1803382,0.976122797,0.304432624
SM5,PC2->JM1,0.5,0.183362869,1,0.309901339
SM5,PC3->JM1,0.490153016,0.17531267,0.91642979,0.294321709
SM5,PC4->JM1,0.502861646,0.268041237,0.014781126,0.028017241
SM5,PC5->JM1,0.4046274,0.160838227,0.685048323,0.260512377
SM5,CM1->KC1,0.5,,0,
SM5,JM1->KC1,0.345732528,0.134445023,0.793846154,0.229946524
SM5,KC3->KC1,0.455335968,0.267857143,0.138461538,0.182555781
SM5,MC1->KC1,0.595322938,0,0,
SM5,MC2->KC1,0.492267732,0.558823529,0.058461538,0.105849582
SM5,MW1->KC1,0.580575946,1,0.027692308,0.053892216
SM5,PC1->KC1,0.668298658,0.25,0.015384615,0.028985507
SM5,PC2->KC1,0.5,,0,
SM5,PC3->KC1,0.597940321,0.473684211,0.027692308,0.052325581
SM5,PC4->KC1,0.493484776,0.155437921,0.993846154,0.268830628
SM5,PC5->KC1,0.601966729,0.287937743,0.227692308,0.254295533
SM5,CM1->KC3,0.5,,0,
SM5,JM1->KC3,0.360433604,0.121019108,0.527777778,0.196891192
SM5,KC1->KC3,0.554031165,0.19,0.527777778,0.279411765
SM5,MC1->KC3,0.636178862,0.5,0.027777778,0.052631579
SM5,MC2->KC3,0.47645664,0.476190476,0.277777778,0.350877193
SM5,MW1->KC3,0.587567751,,0,
SM5,PC1->KC3,0.602388211,0.346153846,0.25,0.290322581
SM5,PC2->KC3,0.5,,0,
SM5,PC3->KC3,0.584180217,0.285714286,0.055555556,0.093023256
SM5,PC4->KC3,0.657689702,0.180904523,1,0.306382979
SM5,PC5->KC3,0.636094173,0.272727273,0.583333333,0.371681416
SM5,CM1->MC1,0.479935709,0.037037037,0.073529412,0.049261084
SM5,JM1->MC1,0.295427108,0.005895439,0.779411765,0.011702363
SM5,KC1->MC1,0.804169355,0.024952015,0.382352941,0.046846847
SM5,KC3->MC1,0.737481077,0.044232437,0.75,0.083538084
SM5,MC2->MC1,0.317485133,0.055837563,0.161764706,0.083018868
SM5,MW1->MC1,0.503557901,0,0,
SM5,PC1->MC1,0.392846193,0.080357143,0.132352941,0.1
SM5,PC2->MC1,0.5,,0,
SM5,PC3->MC1,0.5,,0,
SM5,PC4->MC1,0.286089216,0.005500674,0.720588235,0.010918004
SM5,PC5->MC1,0.561353024,0.019858156,0.205882353,0.03622251
SM5,CM1->MC2,0.688253012,0.428571429,0.068181818,0.117647059
SM5,JM1->MC2,0.456325301,0.343434343,0.772727273,0.475524476
SM5,KC1->MC2,0.511089814,0.387755102,0.431818182,0.408602151
SM5,KC3->MC2,0.536829135,0.355555556,0.363636364,0.359550562
SM5,MC1->MC2,0.633762322,1,0.022727273,0.044444444
SM5,MW1->MC2,0.44975356,1,0.022727273,0.044444444
SM5,PC1->MC2,0.587760131,0.285714286,0.045454545,0.078431373
SM5,PC2->MC2,0.5,,0,
SM5,PC3->MC2,0.577081051,0.5,0.068181818,0.12
SM5,PC4->MC2,0.605284775,0.357142857,0.909090909,0.512820513
SM5,PC5->MC2,0.482201533,0.394736842,0.340909091,0.365853659
SM5,CM1->MW1,0.5,,0,
SM5,JM1->MW1,0.402250352,0.090534979,0.814814815,0.162962963
SM5,KC1->MW1,0.530395374,0.110091743,0.444444444,0.176470588
SM5,KC3->MW1,0.643303641,0.180555556,0.481481481,0.262626263
SM5,MC1->MW1,0.498359119,0.384615385,0.185185185,0.25
SM5,MC2->MW1,0.675652446,0.366666667,0.407407407,0.385964912
SM5,PC1->MW1,0.685810283,0.142857143,0.037037037,0.058823529
SM5,PC2->MW1,0.5,,0,
SM5,PC3->MW1,0.624706985,0.333333333,0.037037037,0.066666667
SM5,PC4->MW1,0.513908423,0.103448276,1,0.1875
SM5,PC5->MW1,0.605328958,0.141414141,0.518518519,0.222222222
SM5,CM1->PC1,0.601449105,0.333333333,0.163934426,0.21978022
SM5,JM1->PC1,0.41566067,0.068580542,0.704918033,0.125
SM5,KC1->PC1,0.501009911,0.067340067,0.327868852,0.111731844
SM5,KC3->PC1,0.528888158,0.123404255,0.475409836,0.195945946
SM5,MC1->PC1,0.374042933,0.2,0.032786885,0.056338028
SM5,MC2->PC1,0.441683499,0.178082192,0.213114754,0.194029851
SM5,MW1->PC1,0.435389168,1,0.049180328,0.09375
SM5,PC2->PC1,0.5,,0,
SM5,PC3->PC1,0.5,,0,
SM5,PC4->PC1,0.424679412,0.072702332,0.868852459,0.134177215
SM5,PC5->PC1,0.575203157,0.094420601,0.360655738,0.149659864
SM5,CM1->PC2,0.755098789,0,0,
SM5,JM1->PC2,0.596458732,0.008597884,0.8125,0.017015707
SM5,KC1->PC2,0.322119981,0.043478261,0.0625,0.051282051
SM5,KC3->PC2,0.459727533,0.009210526,0.875,0.018229167
SM5,MC1->PC2,0.48486297,0.004545455,0.0625,0.008474576
SM5,MC2->PC2,0.706939133,0.045045045,0.625,0.084033613
SM5,MW1->PC2,0.520176068,0.066666667,0.0625,0.064516129
SM5,PC1->PC2,0.457317559,0.025380711,0.3125,0.046948357
SM5,PC3->PC2,0.675231039,0.133333333,0.125,0.129032258
SM5,PC4->PC2,0.2513942,0.004329004,0.1875,0.008462623
SM5,PC5->PC2,0.754162683,0.03236246,0.625,0.061538462
SM5,CM1->PC3,0.617436548,0.333333333,0.064285714,0.107784431
SM5,JM1->PC3,0.447639594,0.09989373,0.671428571,0.173913043
SM5,KC1->PC3,0.452005076,0.098143236,0.264285714,0.143133462
SM5,KC3->PC3,0.582864394,0.197396963,0.65,0.302828619
SM5,MC1->PC3,0.499992748,0.272727273,0.128571429,0.174757282
SM5,MC2->PC3,0.343143582,0.139784946,0.092857143,0.111587983
SM5,MW1->PC3,0.473364757,0.111111111,0.007142857,0.013422819
SM5,PC1->PC3,0.622621465,0.372340426,0.25,0.299145299
SM5,PC2->PC3,0.5,,0,
SM5,PC4->PC3,0.458408267,0.114583333,0.864285714,0.202341137
SM5,PC5->PC3,0.493306744,0.127877238,0.357142857,0.188323917
SM5,CM1->PC4,0.597771674,0.123177843,0.949438202,0.218064516
SM5,JM1->PC4,0.674769253,0.176056338,0.140449438,0.15625
SM5,KC1->PC4,0.497181809,0.141878669,0.814606742,0.241666667
SM5,KC3->PC4,0.196134592,0.015348288,0.073033708,0.025365854
SM5,MC1->PC4,0.431516808,0.12688172,0.994382022,0.22504768
SM5,MC2->PC4,0.648476106,0.118604651,0.859550562,0.208446866
SM5,MW1->PC4,0.523428945,0.127233738,1,0.225745086
SM5,PC1->PC4,0.537977712,0.111445783,0.831460674,0.196547145
SM5,PC2->PC4,0.5,0.127233738,1,0.225745086
SM5,PC3->PC4,0.5,0.127233738,1,0.225745086
SM5,PC5->PC4,0.401538157,0.093684211,0.5,0.157801418
SM5,CM1->PC5,0.54546596,0.479452055,0.069582505,0.121527778
SM5,JM1->PC5,0.222769035,0.020373617,0.669980119,0.039544708
SM5,KC1->PC5,0.887137594,0.122840691,0.254473161,0.165695793
SM5,KC3->PC5,0.486855989,0.116713881,0.409542744,0.181657848
SM5,MC1->PC5,0.656147308,0.375,0.005964215,0.011741683
SM5,MC2->PC5,0.475581714,0.573333333,0.256461233,0.354395604
SM5,MW1->PC5,0.434402194,0.35,0.013916501,0.026768642
SM5,PC1->PC5,0.590178953,0.64,0.159045726,0.25477707
SM5,PC2->PC5,0.5,,0,
SM5,PC3->PC5,0.5,,0,
SM5,PC4->PC5,0.414899197,0.026193594,0.874751491,0.050864112
SM6,JM1->CM1,0.277909177,0.08365019,0.523809524,0.144262295
SM6,KC1->CM1,0.676048565,0.166666667,0.880952381,0.28030303
SM6,KC3->CM1,0.587748344,0.167883212,0.547619048,0.25698324
SM6,MC1->CM1,0.730447808,0.201388889,0.69047619,0.311827957
SM6,MC2->CM1,0.715271208,0.266666667,0.380952381,0.31372549
SM6,MW1->CM1,0.720592873,0.210526316,0.476190476,0.291970803
SM6,PC1->CM1,0.691501104,0.283018868,0.357142857,0.315789474
SM6,PC2->CM1,0.725441501,0.217391304,0.595238095,0.318471338
SM6,PC3->CM1,0.62188584,0.118210863,0.880952381,0.208450704
SM6,PC4->CM1,0.434957427,0.105084746,0.738095238,0.183976261
SM6,PC5->CM1,0.720750552,0.23,0.547619048,0.323943662
SM6,CM1->JM1,0.535211813,0.181465969,0.985218874,0.306481563
SM6,KC1->JM1,0.320247538,0.113807374,0.343945424,0.171024735
SM6,KC3->JM1,0.327523116,0.148291269,0.698123934,0.244621514
SM6,MC1->JM1,0.30344653,0.131802836,0.554860716,0.21300742
SM6,MC2->JM1,0.311919893,0.154696133,0.764070495,0.257298746
SM6,MW1->JM1,0.361558442,0.097031458,0.124502558,0.109063745
SM6,PC1->JM1,0.552326683,0.175902335,0.942012507,0.296448698
SM6,PC2->JM1,0.394107339,0.140043484,0.622512791,0.228648987
SM6,PC3->JM1,0.404951529,0.141913153,0.256395679,0.182702046
SM6,PC4->JM1,0.628617324,0.43231441,0.168845935,0.242845462
SM6,PC5->JM1,0.307620693,0.142181275,0.649232518,0.233275457
SM6,CM1->KC1,0.387069452,,0,
SM6,JM1->KC1,0.270512097,0.131048387,0.8,0.225205717
SM6,KC3->KC1,0.662289884,0.456521739,0.129230769,0.201438849
SM6,MC1->KC1,0.739650784,0.353174603,0.273846154,0.308492201
SM6,MC2->KC1,0.738746471,0.537037037,0.089230769,0.153034301
SM6,MW1->KC1,0.442393259,0.727272727,0.024615385,0.047619048
SM6,PC1->KC1,0.260037354,0.666666667,0.006153846,0.012195122
SM6,PC2->KC1,0.44163923,0.566037736,0.092307692,0.158730159
SM6,PC3->KC1,0.765494505,0.282582217,0.713846154,0.404886562
SM6,PC4->KC1,0.271452895,0.149131274,0.950769231,0.257822278
SM6,PC5->KC1,0.785206967,0.480263158,0.224615385,0.306079665
SM6,CM1->KC3,0.651592141,0.45,0.25,0.321428571
SM6,JM1->KC3,0.360094851,0.134146341,0.611111111,0.22
SM6,KC1->KC3,0.654810298,0.228346457,0.805555556,0.355828221
SM6,MC1->KC3,0.665565718,0.275362319,0.527777778,0.361904762
SM6,MC2->KC3,0.658113144,0.5,0.027777778,0.052631579
SM6,MW1->KC3,0.596036585,0.217948718,0.944444444,0.354166667
SM6,PC1->KC3,0.55428523,0.5,0.027777778,0.052631579
SM6,PC2->KC3,0.62296748,0.327272727,0.5,0.395604396
SM6,PC3->KC3,0.497628726,0.163934426,0.833333333,0.273972603
SM6,PC4->KC3,0.380843496,0.147058824,0.694444444,0.242718447
SM6,PC5->KC3,0.667428862,0.32,0.444444444,0.372093023
SM6,CM1->MC1,0.766225336,0.04494382,0.058823529,0.050955414
SM6,JM1->MC1,0.159325436,0.005835484,0.764705882,0.011582582
SM6,KC1->MC1,0.781938864,0.020534676,0.779411765,0.0400151
SM6,KC3->MC1,0.805661661,0.039944904,0.426470588,0.073047859
SM6,MC2->MC1,0.322563285,0.073170732,0.088235294,0.08
SM6,MW1->MC1,0.627529495,0.062645012,0.397058824,0.108216433
SM6,PC1->MC1,0.842883081,0.06,0.088235294,0.071428571
SM6,PC2->MC1,0.769185196,0.080434783,0.544117647,0.140151515
SM6,PC3->MC1,0.837515889,0.024107557,0.764705882,0.046741573
SM6,PC4->MC1,0.181014577,0.005721831,0.764705882,0.011358672
SM6,PC5->MC1,0.873744834,0.053908356,0.294117647,0.091116173
SM6,CM1->MC2,0.557776561,,0,
SM6,JM1->MC2,0.331872946,0.273684211,0.590909091,0.374100719
SM6,KC1->MC2,0.686473165,0.425,0.772727273,0.548387097
SM6,KC3->MC2,0.635268346,0.487179487,0.431818182,0.457831325
SM6,MC1->MC2,0.683461117,0.5,0.613636364,0.551020408
SM6,MW1->MC2,0.661829135,0.555555556,0.454545455,0.5
SM6,PC1->MC2,0.583242059,1,0.022727273,0.044444444
SM6,PC2->MC2,0.638828039,0.523809524,0.5,0.511627907
SM6,PC3->MC2,0.443318729,0.31372549,0.727272727,0.438356164
SM6,PC4->MC2,0.4283954,0.298076923,0.704545455,0.418918919
SM6,PC5->MC2,0.716319825,0.575757576,0.431818182,0.493506494
SM6,CM1->MW1,0.595952493,0.5,0.074074074,0.129032258
SM6,JM1->MW1,0.409673386,0.111111111,0.222222222,0.148148148
SM6,KC1->MW1,0.540084388,0.102272727,1,0.18556701
SM6,KC3->MW1,0.605641506,0,0,
SM6,MC1->MW1,0.692842632,0.127388535,0.740740741,0.217391304
SM6,MC2->MW1,0.53750586,,0,
SM6,PC1->MW1,0.660650102,0.4,0.074074074,0.125
SM6,PC2->MW1,0.740662604,0.185185185,0.740740741,0.296296296
SM6,PC3->MW1,0.701750273,0.117391304,1,0.210116732
SM6,PC4->MW1,0.427723082,0.101167315,0.962962963,0.183098592
SM6,PC5->MW1,0.730582904,0.326086957,0.555555556,0.410958904
SM6,CM1->PC1,0.686833576,0.257142857,0.295081967,0.27480916
SM6,JM1->PC1,0.254638546,0.058917197,0.606557377,0.107402032
SM6,KC1->PC1,0.665355348,0.097173145,0.901639344,0.175438596
SM6,KC3->PC1,0.716085772,0.18705036,0.426229508,0.26
SM6,MC1->PC1,0.756670111,0.162995595,0.606557377,0.256944444
SM6,MC2->PC1,0.64343088,0.296296296,0.131147541,0.181818182
SM6,MW1->PC1,0.614601437,0.146496815,0.37704918,0.211009174
SM6,PC2->PC1,0.715158063,0.150862069,0.573770492,0.23890785
SM6,PC3->PC1,0.630912678,0.077039275,0.836065574,0.141078838
SM6,PC4->PC1,0.263093616,0.061046512,0.68852459,0.112149533
SM6,PC5->PC1,0.725562497,0.173410405,0.491803279,0.256410256
SM6,CM1->PC2,0.394777725,0.125,0.0625,0.083333333
SM6,JM1->PC2,0.104923518,0.006609385,0.625,0.013080445
SM6,KC1->PC2,0.691045252,0.014395393,0.9375,0.028355388
SM6,KC3->PC2,0.383524538,0.007936508,0.375,0.015544041
SM6,MC1->PC2,0.886432441,0.076923077,0.5,0.133333333
SM6,MC2->PC2,0.526569471,0.057142857,0.25,0.093023256
SM6,MW1->PC2,0.327278521,0.065217391,0.1875,0.096774194
SM6,PC1->PC2,0.775454111,0.073170732,0.375,0.12244898
SM6,PC3->PC2,0.804433556,0.01529052,0.9375,0.030090271
SM6,PC4->PC2,0.153302263,0.005928854,0.5625,0.011734029
SM6,PC5->PC2,0.858946781,0.058823529,0.25,0.095238095
SM6,CM1->PC3,0.70188905,0.239583333,0.164285714,0.194915254
SM6,JM1->PC3,0.257907904,0.101910828,0.685714286,0.177449168
SM6,KC1->PC3,0.705279188,0.187908497,0.821428571,0.305851064
SM6,KC3->PC3,0.712606962,0.268817204,0.535714286,0.357995227
SM6,MC1->PC3,0.746972444,0.239316239,0.6,0.342158859
SM6,MC2->PC3,0.69157723,0.216216216,0.171428571,0.19123506
SM6,MW1->PC3,0.624013778,0.240196078,0.35,0.284883721
SM6,PC1->PC3,0.700518492,0.259259259,0.15,0.190045249
SM6,PC2->PC3,0.738763597,0.240677966,0.507142857,0.326436782
SM6,PC4->PC3,0.338941262,0.113314448,0.857142857,0.200166806
SM6,PC5->PC3,0.666921682,0.186311787,0.35,0.243176179
SM6,CM1->PC4,0.366541976,0.126876877,0.949438202,0.22384106
SM6,JM1->PC4,0.679669455,0.231292517,0.191011236,0.209230769
SM6,KC1->PC4,0.458829105,0.105202312,0.511235955,0.174496644
SM6,KC3->PC4,0.292788192,0.087545126,0.54494382,0.150855365
SM6,MC1->PC4,0.300430666,0.097560976,0.606741573,0.168093385
SM6,MC2->PC4,0.333910775,0.118604651,0.859550562,0.208446866
SM6,MW1->PC4,0.580683083,0.121892542,0.853932584,0.213333333
SM6,PC1->PC4,0.336931416,0.118311982,0.882022472,0.208637874
SM6,PC2->PC4,0.329956105,0.088546679,0.516853933,0.151191454
SM6,PC3->PC4,0.524565423,0.127429806,0.994382022,0.225909381
SM6,PC5->PC4,0.322189401,0.112396694,0.764044944,0.195965418
SM6,CM1->PC5,0.793579654,0.542016807,0.256461233,0.348178138
SM6,JM1->PC5,0.13405113,0.018418202,0.608349901,0.035753929
SM6,KC1->PC5,0.896886531,0.338825953,0.654075547,0.446404342
SM6,KC3->PC5,0.662836654,0.37601626,0.367793241,0.371859296
SM6,MC1->PC5,0.934715926,0.379259259,0.508946322,0.434634975
SM6,MC2->PC5,0.83226824,0.553264605,0.320079523,0.405541562
SM6,MW1->PC5,0.841885467,0.454094293,0.363817097,0.40397351
SM6,PC1->PC5,0.622679067,0.564705882,0.286282306,0.37994723
SM6,PC2->PC5,0.90554268,0.38625,0.614314115,0.4742901
SM6,PC3->PC5,0.784966405,0.211072664,0.727634195,0.327223961
SM6,PC4->PC5,0.161994393,0.022097468,0.735586481,0.042906013
SM7,JM1->CM1,0.419031851,0.102893891,0.761904762,0.181303116
SM7,KC1->CM1,0.549116998,0.164705882,0.333333333,0.220472441
SM7,KC3->CM1,0.56244087,0.144230769,0.714285714,0.24
SM7,MC1->CM1,0.537685273,0.4,0.095238095,0.153846154
SM7,MC2->CM1,0.545884579,0.195652174,0.214285714,0.204545455
SM7,MW1->CM1,0.529407127,0.266666667,0.095238095,0.140350877
SM7,PC1->CM1,0.593503627,0.26,0.30952381,0.282608696
SM7,PC2->CM1,0.603122044,0.333333333,0.285714286,0.307692308
SM7,PC3->CM1,0.613686534,0.304347826,0.333333333,0.318181818
SM7,PC4->CM1,0.540129297,0.132404181,0.904761905,0.23100304
SM7,PC5->CM1,0.581204667,0.195121951,0.380952381,0.258064516
SM7,CM1->JM1,0.495626308,0.182046716,0.988061399,0.307447373
SM7,KC1->JM1,0.428757397,0.156492057,0.67765776,0.254266212
SM7,KC3->JM1,0.435691937,0.161754386,0.786242183,0.268309244
SM7,MC1->JM1,0.49189086,0.180908229,0.976122797,0.305244444
SM7,MC2->JM1,0.483393113,0.177951684,0.891984082,0.296709531
SM7,MW1->JM1,0.487604033,0.179598309,0.96588971,0.302879044
SM7,PC1->JM1,0.481124137,0.177622526,0.953951109,0.29948242
SM7,PC2->JM1,0.442045163,0.164932477,0.8470722,0.276104883
SM7,PC3->JM1,0.498271445,0.182844008,0.994883457,0.308914387
SM7,PC4->JM1,0.531249152,0.296717172,0.133598636,0.184241474
SM7,PC5->JM1,0.475506614,0.175601147,0.905059693,0.294133949
SM7,CM1->KC1,0.501538462,1,0.003076923,0.006134969
SM7,JM1->KC1,0.48910394,0.152184349,0.975384615,0.263289037
SM7,KC3->KC1,0.545359858,0.338235294,0.141538462,0.199566161
SM7,MC1->KC1,0.500973809,0.333333333,0.003076923,0.006097561
SM7,MC2->KC1,0.53477479,0.330275229,0.110769231,0.165898618
SM7,MW1->KC1,0.507254485,0.461538462,0.018461538,0.035502959
SM7,PC1->KC1,0.501256135,0.5,0.003076923,0.006116208
SM7,PC2->KC1,0.524148895,0.513513514,0.058461538,0.104972376
SM7,PC3->KC1,0.5,,0,
SM7,PC4->KC1,0.453073014,0.14198783,0.861538462,0.243796256
SM7,PC5->KC1,0.510936889,0.25862069,0.046153846,0.078328982
SM7,CM1->KC3,0.5,,0,
SM7,JM1->KC3,0.495257453,0.178571429,0.972222222,0.301724138
SM7,KC1->KC3,0.476287263,0.1625,0.361111111,0.224137931
SM7,MC1->KC3,0.49695122,0,0,
SM7,MC2->KC3,0.447831978,0.125,0.194444444,0.152173913
SM7,MW1->KC3,0.493902439,0,0,
SM7,PC1->KC3,0.507791328,0.333333333,0.027777778,0.051282051
SM7,PC2->KC3,0.572831978,0.466666667,0.194444444,0.274509804
SM7,PC3->KC3,0.521680217,0.5,0.055555556,0.1
SM7,PC4->KC3,0.5,0.18,1,0.305084746
SM7,PC5->KC3,0.486449864,0.1,0.027777778,0.043478261
SM7,CM1->MC1,0.506538521,0.0625,0.014705882,0.023809524
SM7,JM1->MC1,0.472271371,0.006924908,0.941176471,0.013748657
SM7,KC1->MC1,0.725404496,0.069815195,0.5,0.122522523
SM7,KC3->MC1,0.795179588,0.054827175,0.676470588,0.101433297
