models,Source->Target,AUC,P,R,F1
SM4,ant-1.7->tomcat,0.789389228,0.269503546,0.493506494,0.348623853
SM4,camel-1.6->tomcat,0.662819895,0.202380952,0.220779221,0.211180124
SM4,ivy-2.0->tomcat,0.240534114,0.074812968,0.779220779,0.136518771
SM4,jedit-4.0->tomcat,0.72532717,0.198630137,0.376623377,0.260089686
SM4,log4j-1.2->tomcat,0.320717695,0.052631579,0.012987013,0.020833333
SM4,lucene-2.4->tomcat,0.25865108,0.03406326,0.181818182,0.057377049
SM4,poi-3.0->tomcat,0.244092655,0.030837004,0.181818182,0.052730697
SM4,prop-6->tomcat,0.243959626,0.083234245,0.909090909,0.152505447
SM4,xalan-2.7->tomcat,0.461554451,0,0,
SM4,ant-1.7->xalan-2.7,0.148562462,0.985449735,0.829621381,0.900846433
SM4,camel-1.6->xalan-2.7,0.407572383,0.986163522,0.873051225,0.926166568
SM4,ivy-2.0->xalan-2.7,0.794442195,1,0.065701559,0.123301985
SM4,jedit-4.0->xalan-2.7,0.356398056,0.985677083,0.84298441,0.908763505
SM4,log4j-1.2->xalan-2.7,0.239420935,0.987089202,0.936525612,0.961142857
SM4,lucene-2.4->xalan-2.7,0.646942701,0.989230769,0.716035635,0.830749354
SM4,poi-3.0->xalan-2.7,0.411571168,0.983539095,0.532293987,0.690751445
SM4,prop-6->xalan-2.7,0.768930958,1,0.010022272,0.019845645
SM4,tomcat->xalan-2.7,0.178123102,0.987570621,0.973273942,0.980370163
SM5,camel-1.6->ant-1.7,0.645962087,0.489583333,0.28313253,0.358778626
SM5,ivy-2.0->ant-1.7,0.242685769,0.207520891,0.897590361,0.337104072
SM5,jedit-4.0->ant-1.7,0.715670974,0.487179487,0.457831325,0.472049689
SM5,log4j-1.2->ant-1.7,0.604823439,0.076923077,0.012048193,0.020833333
SM5,lucene-2.4->ant-1.7,0.341511122,0.094488189,0.144578313,0.114285714
SM5,poi-3.0->ant-1.7,0.42270637,0.129770992,0.204819277,0.158878505
SM5,prop-6->ant-1.7,0.376948207,0.195301028,0.801204819,0.314049587
SM5,tomcat->ant-1.7,0.611508209,0.482758621,0.168674699,0.25
SM5,xalan-2.7->ant-1.7,0.487561646,0,0,
SM5,ant-1.7->camel-1.6,0.519849257,0.303278689,0.196808511,0.238709677
SM5,ivy-2.0->camel-1.6,0.44830773,0.190775681,0.968085106,0.318739054
SM5,jedit-4.0->camel-1.6,0.577504176,0.345794393,0.196808511,0.250847458
SM5,log4j-1.2->camel-1.6,0.558568827,0.2,0.04787234,0.077253219
SM5,lucene-2.4->camel-1.6,0.440548071,0.159250585,0.361702128,0.221138211
SM5,poi-3.0->camel-1.6,0.455988663,0.163814181,0.356382979,0.224455611
SM5,prop-6->camel-1.6,0.45461609,0.189859763,0.936170213,0.315695067
SM5,tomcat->camel-1.6,0.536296175,0.277777778,0.079787234,0.123966942
SM5,xalan-2.7->camel-1.6,0.487129987,,0,
SM5,ant-1.7->ivy-2.0,0.328766026,0.058394161,0.4,0.101910828
SM5,camel-1.6->ivy-2.0,0.395472756,0.097315436,0.725,0.171597633
SM5,jedit-4.0->ivy-2.0,0.330608974,0.073825503,0.55,0.130177515
SM5,log4j-1.2->ivy-2.0,0.397275641,0.119760479,1,0.213903743
SM5,lucene-2.4->ivy-2.0,0.684975962,0.186868687,0.925,0.31092437
SM5,poi-3.0->ivy-2.0,0.686498397,0.170854271,0.85,0.284518828
SM5,prop-6->ivy-2.0,0.797355769,0.3,0.075,0.12
SM5,tomcat->ivy-2.0,0.525080128,0.098802395,0.825,0.176470588
SM5,xalan-2.7->ivy-2.0,0.503205128,0.113636364,1,0.204081633
SM5,ant-1.7->jedit-4.0,0.651168831,0.465116279,0.533333333,0.49689441
SM5,camel-1.6->jedit-4.0,0.558239538,0.428571429,0.48,0.452830189
SM5,ivy-2.0->jedit-4.0,0.250678211,0.224137931,0.866666667,0.356164384
SM5,log4j-1.2->jedit-4.0,0.566204906,0,0,
SM5,lucene-2.4->jedit-4.0,0.366724387,0.171428571,0.24,0.2
SM5,poi-3.0->jedit-4.0,0.396450216,0.158878505,0.226666667,0.186813187
SM5,prop-6->jedit-4.0,0.35979798,0.226480836,0.866666667,0.359116022
SM5,tomcat->jedit-4.0,0.607619048,0.586956522,0.36,0.446280992
SM5,xalan-2.7->jedit-4.0,0.478672439,0,0,
SM5,ant-1.7->log4j-1.2,0.472222222,0.918604651,0.835978836,0.87534626
SM5,camel-1.6->log4j-1.2,0.411375661,0.901234568,0.772486772,0.831908832
SM5,ivy-2.0->log4j-1.2,0.503637566,0.875,0.074074074,0.136585366
SM5,jedit-4.0->log4j-1.2,0.381779101,0.918781726,0.957671958,0.937823834
SM5,lucene-2.4->log4j-1.2,0.530588624,0.947916667,0.481481481,0.638596491
SM5,poi-3.0->log4j-1.2,0.546626984,0.947916667,0.481481481,0.638596491
SM5,prop-6->log4j-1.2,0.522156085,0.9,0.047619048,0.090452261
SM5,tomcat->log4j-1.2,0.497685185,0.917948718,0.947089947,0.932291667
SM5,xalan-2.7->log4j-1.2,0.497354497,0.92195122,1,0.959390863
SM5,ant-1.7->lucene-2.4,0.415123512,0.536398467,0.689655172,0.603448276
SM5,camel-1.6->lucene-2.4,0.538222286,0.593103448,0.84729064,0.697768763
SM5,ivy-2.0->lucene-2.4,0.569325087,0.75,0.044334975,0.08372093
SM5,jedit-4.0->lucene-2.4,0.380425012,0.549828179,0.78817734,0.647773279
SM5,log4j-1.2->lucene-2.4,0.399212542,0.609230769,0.975369458,0.75
SM5,poi-3.0->lucene-2.4,0.668368631,0.722513089,0.679802956,0.700507614
SM5,prop-6->lucene-2.4,0.580220057,0.913043478,0.103448276,0.185840708
SM5,tomcat->lucene-2.4,0.449750099,0.592948718,0.911330049,0.718446602
SM5,xalan-2.7->lucene-2.4,0.534752436,0.601796407,0.990147783,0.748603352
SM5,ant-1.7->poi-3.0,0.441557437,0.56851312,0.693950178,0.625
SM5,camel-1.6->poi-3.0,0.426548927,0.541401274,0.604982206,0.571428571
SM5,ivy-2.0->poi-3.0,0.577065052,0.857142857,0.021352313,0.041666667
SM5,jedit-4.0->poi-3.0,0.641011472,0.6,0.779359431,0.678018576
SM5,log4j-1.2->poi-3.0,0.34284167,0.647058824,0.978647687,0.779036827
SM5,lucene-2.4->poi-3.0,0.824307597,0.809210526,0.87544484,0.841025641
SM5,prop-6->poi-3.0,0.614962092,0.9,0.096085409,0.173633441
SM5,tomcat->poi-3.0,0.476746756,0.615571776,0.900355872,0.731213873
SM5,xalan-2.7->poi-3.0,0.513770695,0.635746606,1,0.777316736
SM5,ant-1.7->prop-6,0.459940312,0.090909091,0.803030303,0.163328197
SM5,camel-1.6->prop-6,0.438399143,0.080373832,0.651515152,0.143094842
SM5,ivy-2.0->prop-6,0.5,,0,
SM5,jedit-4.0->prop-6,0.371033568,0.080291971,0.666666667,0.143322476
SM5,log4j-1.2->prop-6,0.387485971,0.101265823,0.96969697,0.183381089
SM5,lucene-2.4->prop-6,0.530354046,0.129198966,0.757575758,0.220750552
SM5,poi-3.0->prop-6,0.627257423,0.122727273,0.818181818,0.213438735
SM5,tomcat->prop-6,0.375522906,0.097244733,0.909090909,0.175695461
SM5,xalan-2.7->prop-6,0.505892256,0.1,1,0.181818182
SM5,ant-1.7->tomcat,0.585421621,0.183673469,0.350649351,0.241071429
SM5,camel-1.6->tomcat,0.657174452,0.234042553,0.571428571,0.332075472
SM5,ivy-2.0->tomcat,0.308345943,0.057142857,0.545454545,0.103448276
SM5,jedit-4.0->tomcat,0.696451436,0.172839506,0.545454545,0.2625
SM5,log4j-1.2->tomcat,0.481334287,0,0,
SM5,lucene-2.4->tomcat,0.271214061,0.026829268,0.142857143,0.045174538
SM5,poi-3.0->tomcat,0.37389627,0.050438596,0.298701299,0.08630394
SM5,prop-6->tomcat,0.409248882,0.079462103,0.844155844,0.145251397
SM5,xalan-2.7->tomcat,0.497439181,,0,
SM5,ant-1.7->xalan-2.7,0.368596882,0.982171799,0.674832962,0.8
SM5,camel-1.6->xalan-2.7,0.203077546,0.984931507,0.800668151,0.883292383
SM5,ivy-2.0->xalan-2.7,0.641982183,1,0.040089087,0.077087794
SM5,jedit-4.0->xalan-2.7,0.401042721,0.985987261,0.861915367,0.919786096
SM5,log4j-1.2->xalan-2.7,0.206013363,0.986453202,0.891982183,0.936842105
SM5,lucene-2.4->xalan-2.7,0.438347844,0.987301587,0.692650334,0.814136126
SM5,poi-3.0->xalan-2.7,0.468009719,0.98974359,0.644766147,0.780849629
SM5,prop-6->xalan-2.7,0.555679287,1,0.042316258,0.081196581
SM5,tomcat->xalan-2.7,0.524498886,0.987043581,0.933184855,0.959358901
SM6,camel-1.6->ant-1.7,0.752361779,0.545454545,0.506024096,0.525
SM6,ivy-2.0->ant-1.7,0.367646753,0.148717949,0.34939759,0.208633094
SM6,jedit-4.0->ant-1.7,0.737598061,0.609375,0.234939759,0.339130435
SM6,log4j-1.2->ant-1.7,0.246478141,0.094292804,0.228915663,0.133567663
SM6,lucene-2.4->ant-1.7,0.219801486,0.119402985,0.385542169,0.182336182
SM6,poi-3.0->ant-1.7,0.197234534,0.116197183,0.397590361,0.179836512
SM6,prop-6->ant-1.7,0.498834717,0.223076923,0.524096386,0.31294964
SM6,tomcat->ant-1.7,0.783486277,0.575757576,0.228915663,0.327586207
SM6,xalan-2.7->ant-1.7,0.235948977,0.07037037,0.114457831,0.087155963
SM6,ant-1.7->camel-1.6,0.575405953,0.277372263,0.20212766,0.233846154
SM6,ivy-2.0->camel-1.6,0.407418056,0.183162685,0.856382979,0.301780694
SM6,jedit-4.0->camel-1.6,0.556586982,0.291139241,0.122340426,0.172284644
SM6,log4j-1.2->camel-1.6,0.382170925,0.138497653,0.313829787,0.19218241
SM6,lucene-2.4->camel-1.6,0.362869328,0.166885677,0.675531915,0.267650158
SM6,poi-3.0->camel-1.6,0.389020099,0.167268351,0.739361702,0.272816487
SM6,prop-6->camel-1.6,0.51703223,0.211302211,0.457446809,0.28907563
SM6,tomcat->camel-1.6,0.614683452,0.387755102,0.10106383,0.160337553
SM6,xalan-2.7->camel-1.6,0.403765848,0.156779661,0.393617021,0.224242424
SM6,ant-1.7->ivy-2.0,0.1875,0.068493151,0.5,0.120481928
SM6,camel-1.6->ivy-2.0,0.234294872,0.069204152,0.5,0.121580547
SM6,jedit-4.0->ivy-2.0,0.257692308,0.074906367,0.5,0.13029316
SM6,log4j-1.2->ivy-2.0,0.696073718,0.153846154,0.9,0.262773723
SM6,lucene-2.4->ivy-2.0,0.798477564,0.258426966,0.575,0.356589147
SM6,poi-3.0->ivy-2.0,0.803245192,0.3,0.6,0.4
SM6,prop-6->ivy-2.0,0.752163462,0.323076923,0.525,0.4
SM6,tomcat->ivy-2.0,0.217067308,0.08125,0.65,0.144444444
SM6,xalan-2.7->ivy-2.0,0.747155449,0.187165775,0.875,0.308370044
SM6,ant-1.7->jedit-4.0,0.75950938,0.597014925,0.533333333,0.563380282
SM6,camel-1.6->jedit-4.0,0.660808081,0.466666667,0.466666667,0.466666667
SM6,ivy-2.0->jedit-4.0,0.288946609,0.189922481,0.653333333,0.294294294
SM6,log4j-1.2->jedit-4.0,0.282741703,0.098039216,0.066666667,0.079365079
SM6,lucene-2.4->jedit-4.0,0.256479076,0.158798283,0.493333333,0.24025974
SM6,poi-3.0->jedit-4.0,0.414891775,0.190082645,0.613333333,0.29022082
SM6,prop-6->jedit-4.0,0.433131313,0.196153846,0.68,0.304477612
SM6,tomcat->jedit-4.0,0.69030303,0.47826087,0.146666667,0.224489796
SM6,xalan-2.7->jedit-4.0,0.217864358,0.078947368,0.12,0.095238095
SM6,ant-1.7->log4j-1.2,0.458664021,0.913978495,0.44973545,0.602836879
SM6,camel-1.6->log4j-1.2,0.376818783,0.913513514,0.894179894,0.903743316
SM6,ivy-2.0->log4j-1.2,0.596064815,0.933333333,0.074074074,0.137254902
SM6,jedit-4.0->log4j-1.2,0.3125,0.918367347,0.952380952,0.935064935
SM6,lucene-2.4->log4j-1.2,0.616071429,1,0.19047619,0.32
SM6,poi-3.0->log4j-1.2,0.568452381,0.916666667,0.116402116,0.20657277
SM6,prop-6->log4j-1.2,0.633267196,0.934579439,0.529100529,0.675675676
SM6,tomcat->log4j-1.2,0.30026455,0.901960784,0.73015873,0.807017544
SM6,xalan-2.7->log4j-1.2,0.673280423,0.959183673,0.497354497,0.655052265
SM6,ant-1.7->lucene-2.4,0.335550681,0.553956835,0.75862069,0.64033264
SM6,camel-1.6->lucene-2.4,0.335820359,0.568106312,0.842364532,0.678571429
SM6,ivy-2.0->lucene-2.4,0.662381791,0.843137255,0.21182266,0.338582677
SM6,jedit-4.0->lucene-2.4,0.326022078,0.560655738,0.842364532,0.673228346
SM6,log4j-1.2->lucene-2.4,0.672899213,0.674796748,0.81773399,0.739420935
SM6,poi-3.0->lucene-2.4,0.662076157,0.8125,0.320197044,0.459363958
SM6,prop-6->lucene-2.4,0.463180037,0.566820276,0.60591133,0.585714286
SM6,tomcat->lucene-2.4,0.361223976,0.502463054,0.502463054,0.502463054
SM6,xalan-2.7->lucene-2.4,0.694491388,0.68487395,0.802955665,0.739229025
SM6,ant-1.7->poi-3.0,0.20891448,0.587570621,0.740213523,0.65511811
SM6,camel-1.6->poi-3.0,0.535255631,0.601078167,0.793594306,0.68404908
SM6,ivy-2.0->poi-3.0,0.532205301,0.582474227,0.402135231,0.475789474
SM6,jedit-4.0->poi-3.0,0.229990495,0.609022556,0.864768683,0.714705882
SM6,log4j-1.2->poi-3.0,0.74922084,0.757763975,0.868327402,0.809286899
SM6,lucene-2.4->poi-3.0,0.81460401,0.884615385,0.409252669,0.559610706
SM6,prop-6->poi-3.0,0.809100153,0.900900901,0.355871886,0.510204082
SM6,tomcat->poi-3.0,0.212694238,0.618004866,0.903914591,0.734104046
SM6,xalan-2.7->poi-3.0,0.78844411,0.767371601,0.903914591,0.830065359
SM6,ant-1.7->prop-6,0.383672584,0.064356436,0.196969697,0.097014925
SM6,camel-1.6->prop-6,0.33150954,0.079365079,0.681818182,0.142180095
SM6,ivy-2.0->prop-6,0.701446281,0.245098039,0.378787879,0.297619048
SM6,jedit-4.0->prop-6,0.373061422,0.091089109,0.696969697,0.161120841
SM6,log4j-1.2->prop-6,0.664460259,0.131578947,0.833333333,0.227272727
SM6,lucene-2.4->prop-6,0.70969799,0.201257862,0.484848485,0.284444444
SM6,poi-3.0->prop-6,0.684305173,0.234375,0.454545455,0.309278351
SM6,tomcat->prop-6,0.316026426,0.09148265,0.878787879,0.165714286
SM6,xalan-2.7->prop-6,0.642434445,0.140718563,0.712121212,0.235
SM6,ant-1.7->tomcat,0.776792989,0.277777778,0.649350649,0.389105058
SM6,camel-1.6->tomcat,0.735528876,0.252525253,0.649350649,0.363636364
SM6,ivy-2.0->tomcat,0.18720588,0.044836957,0.428571429,0.081180812
SM6,jedit-4.0->tomcat,0.730906098,0.223684211,0.441558442,0.296943231
SM6,log4j-1.2->tomcat,0.205131616,0.016908213,0.090909091,0.028513238
SM6,lucene-2.4->tomcat,0.225651429,0.036334913,0.298701299,0.064788732
SM6,poi-3.0->tomcat,0.207359862,0.0390625,0.324675325,0.069735007
SM6,prop-6->tomcat,0.35244525,0.062893082,0.38961039,0.108303249
SM6,xalan-2.7->tomcat,0.225185826,0.0243309,0.12987013,0.040983607
SM6,ant-1.7->xalan-2.7,0.252834582,0.982567353,0.690423163,0.810987574
SM6,camel-1.6->xalan-2.7,0.504353108,0.985422741,0.752783964,0.853535354
SM6,ivy-2.0->xalan-2.7,0.802186677,1,0.287305122,0.446366782
SM6,jedit-4.0->xalan-2.7,0.261844503,0.985074627,0.808463252,0.888073394
SM6,log4j-1.2->xalan-2.7,0.814081798,0.996918336,0.720489978,0.83645766
SM6,lucene-2.4->xalan-2.7,0.857056084,1,0.397550111,0.568924303
SM6,poi-3.0->xalan-2.7,0.645272322,1,0.319599109,0.484388186
SM6,prop-6->xalan-2.7,0.491901195,0.992,0.55233853,0.709585122
SM6,tomcat->xalan-2.7,0.251569144,0.98495212,0.801781737,0.883977901
SM7,camel-1.6->ant-1.7,0.603803816,0.375,0.397590361,0.385964912
SM7,ivy-2.0->ant-1.7,0.356789854,0.167168675,0.668674699,0.26746988
SM7,jedit-4.0->ant-1.7,0.665412947,0.484662577,0.475903614,0.480243161
SM7,log4j-1.2->ant-1.7,0.472303723,0.101694915,0.036144578,0.053333333
SM7,lucene-2.4->ant-1.7,0.413394511,0.115384615,0.144578313,0.128342246
SM7,poi-3.0->ant-1.7,0.341318642,0.075539568,0.126506024,0.094594595
SM7,prop-6->ant-1.7,0.493554529,0.220568336,0.981927711,0.360220994
SM7,tomcat->ant-1.7,0.545139106,0.575757576,0.114457831,0.190954774
SM7,xalan-2.7->ant-1.7,0.498272884,0,0,
SM7,ant-1.7->camel-1.6,0.504542156,0.207207207,0.122340426,0.153846154
SM7,ivy-2.0->camel-1.6,0.498757496,0.194414608,0.962765957,0.323503128
SM7,jedit-4.0->camel-1.6,0.521314247,0.246031746,0.164893617,0.197452229
SM7,log4j-1.2->camel-1.6,0.478805553,0.108108108,0.042553191,0.061068702
SM7,lucene-2.4->camel-1.6,0.449495468,0.148484848,0.260638298,0.189189189
SM7,poi-3.0->camel-1.6,0.421992661,0.143478261,0.35106383,0.203703704
SM7,prop-6->camel-1.6,0.501759358,0.195378151,0.989361702,0.326315789
SM7,tomcat->camel-1.6,0.517586736,0.416666667,0.053191489,0.094339623
SM7,xalan-2.7->camel-1.6,0.499356499,0,0,
SM7,ant-1.7->ivy-2.0,0.338461538,0.076923077,0.6,0.136363636
SM7,camel-1.6->ivy-2.0,0.397435897,0.088028169,0.625,0.154320988
SM7,jedit-4.0->ivy-2.0,0.284615385,0.059859155,0.425,0.104938272
SM7,log4j-1.2->ivy-2.0,0.52724359,0.119402985,1,0.213333333
SM7,lucene-2.4->ivy-2.0,0.593269231,0.141078838,0.85,0.241992883
SM7,poi-3.0->ivy-2.0,0.699358974,0.198795181,0.825,0.32038835
SM7,prop-6->ivy-2.0,0.491987179,0,0,
SM7,tomcat->ivy-2.0,0.428525641,0.098507463,0.825,0.176
SM7,xalan-2.7->ivy-2.0,0.503205128,0.114285714,1,0.205128205
SM7,ant-1.7->jedit-4.0,0.665887446,0.568965517,0.44,0.496240602
SM7,camel-1.6->jedit-4.0,0.54978355,0.316455696,0.333333333,0.324675325
SM7,ivy-2.0->jedit-4.0,0.386147186,0.198555957,0.733333333,0.3125
SM7,log4j-1.2->jedit-4.0,0.453246753,0.119047619,0.066666667,0.085470085
SM7,lucene-2.4->jedit-4.0,0.451168831,0.1875,0.24,0.210526316
SM7,poi-3.0->jedit-4.0,0.334891775,0.079646018,0.12,0.095744681
SM7,prop-6->jedit-4.0,0.473333333,0.235099338,0.946666667,0.376657825
SM7,tomcat->jedit-4.0,0.535844156,0.583333333,0.093333333,0.16091954
SM7,xalan-2.7->jedit-4.0,0.497835498,0,0,
SM7,ant-1.7->log4j-1.2,0.44973545,0.913978495,0.899470899,0.906666667
SM7,camel-1.6->log4j-1.2,0.456183862,0.913333333,0.724867725,0.808259587
SM7,ivy-2.0->log4j-1.2,0.513227513,1,0.026455026,0.051546392
SM7,jedit-4.0->log4j-1.2,0.465608466,0.916666667,0.931216931,0.923884514
SM7,lucene-2.4->log4j-1.2,0.485449735,0.917525773,0.470899471,0.622377622
SM7,poi-3.0->log4j-1.2,0.521494709,0.929411765,0.417989418,0.576642336
SM7,prop-6->log4j-1.2,0.505291005,1,0.010582011,0.020942408
SM7,tomcat->log4j-1.2,0.473544974,0.917948718,0.947089947,0.932291667
SM7,xalan-2.7->log4j-1.2,0.497354497,0.921568627,0.994708995,0.956743003
SM7,ant-1.7->lucene-2.4,0.434504333,0.561461794,0.832512315,0.670634921
SM7,camel-1.6->lucene-2.4,0.444194743,0.557017544,0.625615764,0.589327146
SM7,ivy-2.0->lucene-2.4,0.532019704,1,0.064039409,0.12037037
SM7,jedit-4.0->lucene-2.4,0.459134875,0.575562701,0.881773399,0.696498054
SM7,log4j-1.2->lucene-2.4,0.499370753,0.596721311,0.896551724,0.716535433
SM7,poi-3.0->lucene-2.4,0.670741793,0.751381215,0.669950739,0.708333333
SM7,prop-6->lucene-2.4,0.502463054,1,0.004926108,0.009803922
SM7,tomcat->lucene-2.4,0.491334364,0.592814371,0.975369458,0.737430168
SM7,xalan-2.7->lucene-2.4,0.523084391,0.608433735,0.995073892,0.755140187
SM7,ant-1.7->poi-3.0,0.421675029,0.594315245,0.818505338,0.688622754
SM7,camel-1.6->poi-3.0,0.382263876,0.548736462,0.540925267,0.544802867
SM7,ivy-2.0->poi-3.0,0.518699852,0.875,0.049822064,0.094276094
SM7,jedit-4.0->poi-3.0,0.463020269,0.616915423,0.882562278,0.726207906
SM7,log4j-1.2->poi-3.0,0.528370284,0.649411765,0.982206406,0.781869688
SM7,lucene-2.4->poi-3.0,0.603313366,0.723140496,0.622775801,0.669216061
SM7,prop-6->poi-3.0,0.503558719,1,0.007117438,0.014134276
SM7,tomcat->poi-3.0,0.476415199,0.624413146,0.946619217,0.752475248
SM7,xalan-2.7->poi-3.0,0.499546871,0.635535308,0.992882562,0.775
SM7,ant-1.7->prop-6,0.492424242,0.098569157,0.939393939,0.178417266
SM7,camel-1.6->prop-6,0.43013468,0.084130019,0.666666667,0.149405772
SM7,ivy-2.0->prop-6,0.51010101,0.166666667,0.045454545,0.071428571
SM7,jedit-4.0->prop-6,0.465488215,0.091976517,0.712121212,0.162911612
SM7,log4j-1.2->prop-6,0.510942761,0.102106969,0.954545455,0.184480234
SM7,lucene-2.4->prop-6,0.62962963,0.140957447,0.803030303,0.239819005
SM7,poi-3.0->prop-6,0.618686869,0.140401146,0.742424242,0.236144578
SM7,tomcat->prop-6,0.435185185,0.087719298,0.833333333,0.158730159
SM7,xalan-2.7->prop-6,0.498316498,0.099683544,0.954545455,0.180515759
SM7,ant-1.7->tomcat,0.639473203,0.325301205,0.350649351,0.3375
SM7,camel-1.6->tomcat,0.684196086,0.199152542,0.61038961,0.300319489
SM7,ivy-2.0->tomcat,0.348362905,0.062972292,0.649350649,0.114810563
SM7,jedit-4.0->tomcat,0.705780135,0.25,0.584415584,0.350194553
SM7,log4j-1.2->tomcat,0.477775745,0.035087719,0.025974026,0.029850746
SM7,lucene-2.4->tomcat,0.411926102,0.059259259,0.311688312,0.099585062
SM7,poi-3.0->tomcat,0.286720322,0.027196653,0.168831169,0.046846847
SM7,prop-6->tomcat,0.488933602,0.087924971,0.974025974,0.161290323
SM7,xalan-2.7->tomcat,0.492957746,0,0,
SM7,ant-1.7->xalan-2.7,0.451913343,0.986486486,0.812917595,0.891330891
SM7,camel-1.6->xalan-2.7,0.719072687,0.994475138,0.801781737,0.887792848
SM7,ivy-2.0->xalan-2.7,0.536191537,1,0.072383073,0.134994808
SM7,jedit-4.0->xalan-2.7,0.404788419,0.985094851,0.809576837,0.888753056
SM7,log4j-1.2->xalan-2.7,0.452115813,0.986634265,0.904231626,0.94363742
SM7,lucene-2.4->xalan-2.7,0.853006682,1,0.706013363,0.82767624
SM7,poi-3.0->xalan-2.7,0.849109131,1,0.698218263,0.822295082
SM7,prop-6->xalan-2.7,0.500556793,1,0.001113586,0.002224694
SM7,tomcat->xalan-2.7,0.485523385,0.987542469,0.971046771,0.979225154
SM8,camel-1.6->ant-1.7,0.678298687,0.409090909,0.162650602,0.232758621
SM8,ivy-2.0->ant-1.7,0.18800591,0.19972067,0.861445783,0.324263039
SM8,jedit-4.0->ant-1.7,0.789583203,0.609756098,0.451807229,0.519031142
SM8,log4j-1.2->ant-1.7,0.391129284,0,0,
SM8,lucene-2.4->ant-1.7,0.251180889,0.067708333,0.078313253,0.072625698
SM8,poi-3.0->ant-1.7,0.239158707,0.058394161,0.096385542,0.072727273
SM8,prop-6->ant-1.7,0.222777119,0.219215156,0.975903614,0.35801105
SM8,tomcat->ant-1.7,0.808066463,0.571428571,0.024096386,0.046242775
SM8,xalan-2.7->ant-1.7,0.414330899,,0,
SM8,ant-1.7->camel-1.6,0.571897505,0.289473684,0.058510638,0.097345133
SM8,ivy-2.0->camel-1.6,0.430258906,0.192670157,0.978723404,0.321959755
SM8,jedit-4.0->camel-1.6,0.616326433,0.303030303,0.159574468,0.209059233
SM8,log4j-1.2->camel-1.6,0.429519565,0.1875,0.015957447,0.029411765
SM8,lucene-2.4->camel-1.6,0.363348531,0.110119048,0.196808511,0.141221374
SM8,poi-3.0->camel-1.6,0.365114735,0.139917695,0.361702128,0.201780415
SM8,prop-6->camel-1.6,0.425826282,0.193146417,0.989361702,0.32319722
SM8,tomcat->camel-1.6,0.578147677,0.2,0.005319149,0.010362694
SM8,xalan-2.7->camel-1.6,0.480516991,,0,
SM8,ant-1.7->ivy-2.0,0.171875,0.063545151,0.475,0.112094395
SM8,camel-1.6->ivy-2.0,0.324839744,0.093247588,0.725,0.165242165
SM8,jedit-4.0->ivy-2.0,0.220512821,0.07,0.525,0.123529412
SM8,log4j-1.2->ivy-2.0,0.633974359,0.114942529,1,0.206185567
SM8,lucene-2.4->ivy-2.0,0.755729167,0.148760331,0.9,0.255319149
SM8,poi-3.0->ivy-2.0,0.804967949,0.192513369,0.9,0.317180617
SM8,prop-6->ivy-2.0,0.789182692,,0,
SM8,tomcat->ivy-2.0,0.25244391,0.101744186,0.875,0.182291667
SM8,xalan-2.7->ivy-2.0,0.566466346,0.113636364,1,0.204081633
SM8,ant-1.7->jedit-4.0,0.77027417,0.580645161,0.48,0.525547445
SM8,camel-1.6->jedit-4.0,0.698989899,0.45,0.24,0.313043478
SM8,ivy-2.0->jedit-4.0,0.267359307,0.222614841,0.84,0.351955307
SM8,log4j-1.2->jedit-4.0,0.379047619,0,0,
SM8,lucene-2.4->jedit-4.0,0.2595671,0.072289157,0.08,0.075949367
SM8,poi-3.0->jedit-4.0,0.229177489,0.068376068,0.106666667,0.083333333
SM8,prop-6->jedit-4.0,0.248138528,0.242622951,0.986666667,0.389473684
SM8,tomcat->jedit-4.0,0.741327561,0.846153846,0.146666667,0.25
SM8,xalan-2.7->jedit-4.0,0.412929293,,0,
SM8,ant-1.7->log4j-1.2,0.566798942,0.913978495,0.899470899,0.906666667
SM8,camel-1.6->log4j-1.2,0.335978836,0.914438503,0.904761905,0.909574468
SM8,ivy-2.0->log4j-1.2,0.607142857,1,0.021164021,0.041450777
SM8,jedit-4.0->log4j-1.2,0.439318783,0.917948718,0.947089947,0.932291667
SM8,lucene-2.4->log4j-1.2,0.639219577,0.952830189,0.534391534,0.684745763
SM8,poi-3.0->log4j-1.2,0.650462963,0.951456311,0.518518519,0.671232877
SM8,prop-6->log4j-1.2,0.540178571,,0,
SM8,tomcat->log4j-1.2,0.388392857,0.920792079,0.984126984,0.95140665
SM8,xalan-2.7->log4j-1.2,0.588789683,0.92195122,1,0.959390863
SM8,ant-1.7->lucene-2.4,0.321743195,0.560810811,0.81773399,0.665330661
SM8,camel-1.6->lucene-2.4,0.334400058,0.577777778,0.896551724,0.702702703
SM8,ivy-2.0->lucene-2.4,0.673492503,0.8,0.039408867,0.075117371
SM8,jedit-4.0->lucene-2.4,0.302074719,0.554098361,0.832512315,0.665354331
SM8,log4j-1.2->lucene-2.4,0.538366114,0.598820059,1,0.749077491
SM8,poi-3.0->lucene-2.4,0.725360469,0.758241758,0.679802956,0.716883117
SM8,prop-6->lucene-2.4,0.63654669,1,0.004926108,0.009803922
SM8,tomcat->lucene-2.4,0.348153608,0.592261905,0.980295567,0.738404453
SM8,xalan-2.7->lucene-2.4,0.632609399,0.598820059,1,0.749077491
SM8,ant-1.7->poi-3.0,0.293074866,0.6175,0.879003559,0.725403818
