models,Source->Target,AUC,P,R,F1
SM8,camel-1.6->poi-3.0,0.236477974,0.618004866,0.903914591,0.734104046
SM8,ivy-2.0->poi-3.0,0.722055215,0.833333333,0.035587189,0.068259386
SM8,jedit-4.0->poi-3.0,0.224121925,0.604591837,0.84341637,0.704309064
SM8,log4j-1.2->poi-3.0,0.594527088,0.635746606,1,0.777316736
SM8,lucene-2.4->poi-3.0,0.793649566,0.77607362,0.900355872,0.833607908
SM8,prop-6->poi-3.0,0.674200393,,0,
SM8,tomcat->poi-3.0,0.349130214,0.631578947,0.982206406,0.768802228
SM8,xalan-2.7->poi-3.0,0.595123892,0.635746606,1,0.777316736
SM8,ant-1.7->prop-6,0.286233548,0.084415584,0.787878788,0.152492669
SM8,camel-1.6->prop-6,0.37872411,0.090452261,0.818181818,0.162895928
SM8,ivy-2.0->prop-6,0.675658096,0.214285714,0.045454545,0.075
SM8,jedit-4.0->prop-6,0.305440771,0.079124579,0.712121212,0.142424242
SM8,log4j-1.2->prop-6,0.473306295,0.098918083,0.96969697,0.179523142
SM8,lucene-2.4->prop-6,0.713536884,0.131868132,0.909090909,0.230326296
SM8,poi-3.0->prop-6,0.690222936,0.135501355,0.757575758,0.229885057
SM8,tomcat->prop-6,0.321153454,0.096330275,0.954545455,0.175
SM8,xalan-2.7->prop-6,0.55503265,0.1,1,0.181818182
SM8,ant-1.7->tomcat,0.809509952,0.307692308,0.571428571,0.4
SM8,camel-1.6->tomcat,0.742862131,0.292134831,0.337662338,0.313253012
SM8,ivy-2.0->tomcat,0.200941184,0.07063197,0.74025974,0.128959276
SM8,jedit-4.0->tomcat,0.815255167,0.389473684,0.480519481,0.430232558
SM8,log4j-1.2->tomcat,0.564386318,,0,
SM8,lucene-2.4->tomcat,0.25278115,0.030136986,0.142857143,0.049773756
SM8,poi-3.0->tomcat,0.212414986,0.033333333,0.220779221,0.057921635
SM8,prop-6->tomcat,0.228644595,0.090163934,1,0.165413534
SM8,xalan-2.7->tomcat,0.54041605,,0,
SM8,ant-1.7->xalan-2.7,0.196396032,0.985602094,0.838530067,0.906137184
SM8,camel-1.6->xalan-2.7,0.382719174,0.986826347,0.917594655,0.950952106
SM8,ivy-2.0->xalan-2.7,0.807805224,1,0.051224944,0.097457627
SM8,jedit-4.0->xalan-2.7,0.187386111,0.986519608,0.896436526,0.939323221
SM8,log4j-1.2->xalan-2.7,0.349919012,0.987385321,0.958797327,0.972881356
SM8,lucene-2.4->xalan-2.7,0.907268678,0.998333333,0.667037862,0.799732977
SM8,poi-3.0->xalan-2.7,0.594047378,0.988721805,0.585746102,0.735664336
SM8,prop-6->xalan-2.7,0.576989269,1,0.002227171,0.004444444
SM8,tomcat->xalan-2.7,0.257542013,0.987695749,0.983296214,0.985491071
UM1,ant-1.7,0.779704309,0.399399399,0.801204819,0.533066132
UM1,camel-1.6,0.615703469,0.247474747,0.521276596,0.335616438
UM1,ivy-2.0,0.759895833,0.225,0.675,0.3375
UM1,jedit-4.0,0.767936508,0.476190476,0.666666667,0.555555556
UM1,log4j-1.2,0.62582672,0.963855422,0.423280423,0.588235294
UM1,lucene-2.4,0.736525116,0.817391304,0.463054187,0.591194969
UM1,poi-3.0,0.78786941,0.913043478,0.523131673,0.665158371
UM1,prop-6,0.722949189,0.168874172,0.772727273,0.277173913
UM1,tomcat,0.780260073,0.226337449,0.714285714,0.34375
UM1,xalan-2.7,0.8501721,1,0.389755011,0.560897436
UM2,ant-1.7,0.750634663,0.376344086,0.843373494,0.520446097
UM2,camel-1.6,0.614697144,0.246835443,0.622340426,0.35347432
UM2,ivy-2.0,0.727403846,0.209302326,0.675,0.319526627
UM2,jedit-4.0,0.732727273,0.397350993,0.8,0.530973451
UM2,log4j-1.2,0.662037037,0.977011494,0.44973545,0.615942029
UM2,lucene-2.4,0.687911258,0.745341615,0.591133005,0.659340659
UM2,poi-3.0,0.802535311,0.863636364,0.608540925,0.713987474
UM2,prop-6,0.640993266,0.147692308,0.727272727,0.245524297
UM2,tomcat,0.679764538,0.167647059,0.74025974,0.273381295
UM2,xalan-2.7,0.76827293,0.997757848,0.495545657,0.662202381
UM3,ant-1.7,0.795815386,0.407166124,0.753012048,0.528541226
UM3,camel-1.6,0.627755415,0.250481696,0.691489362,0.367751061
UM3,ivy-2.0,0.802724359,0.218543046,0.825,0.345549738
UM3,jedit-4.0,0.794920635,0.369318182,0.866666667,0.517928287
UM3,log4j-1.2,0.588624339,0.95,0.502645503,0.657439446
UM3,lucene-2.4,0.679802956,0.691011236,0.60591133,0.645669291
UM3,poi-3.0,0.832762317,0.860655738,0.747330961,0.8
UM3,prop-6,0.680236711,0.155709343,0.681818182,0.253521127
UM3,tomcat,0.808786604,0.18079096,0.831168831,0.296983759
UM3,xalan-2.7,0.729601134,0.9958159,0.530066815,0.691860465
UM4,ant-1.7,0.83055018,0.420253165,0.878306878,0.568493151
UM4,camel-1.6,0.620160054,0.339350181,0.723076923,0.461916462
UM4,ivy-2.0,0.820793269,0.222222222,0.888888889,0.355555556
UM4,jedit-4.0,0.766233766,0.438596491,0.79787234,0.566037736
UM4,log4j-1.2,0.490906085,0.954545455,0.663157895,0.782608696
UM4,lucene-2.4,0.66790119,0.79296875,0.7,0.743589744
UM4,poi-3.0,0.784598042,0.872670807,0.733681462,0.797163121
UM4,prop-6,0.696204469,0.190201729,0.785714286,0.306264501
UM4,tomcat,0.817658014,0.175799087,0.885057471,0.293333333
UM4,xalan-2.7,0.802996558,0.998887653,0.668652271,0.801070473
